province,province_id,district,district_id,ward,ward_id,ward_level,area,pop_density,population,children_0_14,female_15_54,male_15_59,elders,no_household,no_household_w_home
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Van Binh,10201,Xa,5.18,2.216,"11,478","3,021","3,071","3,376","3,553","3,553","3,535"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Hien Giang,10204,Xa,3.242,1.485,"4,815","1,146","1,313","1,527","1,286","1,286","1,286"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Hong Van,10207,Xa,4.516,1.382,"6,241","1,681","1,760","1,876","1,960","1,960","1,942"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Van Tao,10210,Xa,5.126,2.208,"11,318","2,798","3,198","3,561","3,001","3,001","2,947"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Lien Phuong,10213,Xa,2.702,3.178,"8,588","2,107","2,400","2,772","2,352","2,352","2,317"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Van Phu,10216,Xa,3.229,2.525,"8,151","2,109","2,341","2,550","2,203","2,203","2,198"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Tu Nhien,10219,Xa,6.406,1.503,"9,629","2,341","2,536","2,834","2,629","2,629","2,610"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Tien Phong,10222,Xa,4.822,2.128,"10,264","2,846","2,799","3,138","2,966","2,966","2,958"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Ha Hoi,10225,Xa,3.984,2.665,"10,618","2,614","2,898","3,110","2,977","2,977","2,971"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Thu Phu,10228,Xa,2.496,2.599,"6,486","1,773","1,734","1,930","1,799","1,799","1,766"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Nguyen Trai,10231,Xa,5.974,1.63,"9,739","2,463","2,620","3,004","2,963","2,963","2,941"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Quat Dong,10234,Xa,4.848,1.739,"8,432","2,044","2,283","2,590","2,413","2,413","2,413"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Chuong Duong,10237,Xa,4.198,1.287,"5,403","1,409","1,408","1,599","1,537","1,537","1,504"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Tan Minh,10240,Xa,6.178,1.498,"9,255","2,385","2,501","2,775","2,577","2,577","2,557"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Le Loi,10243,Xa,5.06,1.606,"8,125","2,110","2,240","2,534","2,065","2,065","2,050"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Thang Loi,10246,Xa,5.999,1.599,"9,592","2,267","2,585","2,921","2,673","2,673","2,655"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Dung Tien,10249,Xa,6.217,1.378,"8,568","2,007","2,310","2,722","2,618","2,618","2,610"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Thong Nhat,10252,Xa,4.925,1.47,"7,238","1,844","1,874","2,193","2,087","2,087","2,070"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Nghiem Xuyen,10255,Xa,5.711,1.072,"6,125","1,425","1,620","1,858","1,897","1,897","1,897"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa To Hieu,10258,Xa,5.536,2.237,"12,383","3,095","3,443","3,752","3,655","3,655","3,655"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Van Tu,10261,Xa,5.171,1.838,"9,502","2,426","2,662","2,921","2,845","2,845","2,827"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Van Diem,10264,Xa,3.059,2.654,"8,117","2,109","2,242","2,464","2,310","2,310","2,297"
Thanh pho Ha Noi,1,Huyen Thuong Tin,279,Xa Minh Cuong,10267,Xa,4.699,2.029,"9,535","2,203","2,564","3,041","2,812","2,812","2,812"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Thi tran Phu Minh,10270,Thi tran,1.218,4.384,"5,340","1,247","1,426","1,610","1,638","1,638","1,633"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Thi tran Phu Xuyen,10273,Thi tran,6.857,1.65,"11,311","2,760","2,988","3,451","3,526","3,526","3,514"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Hong Minh,10276,Xa,5.894,1.467,"8,648","2,194","2,368","2,671","2,367","2,367","2,361"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Phuong Duc,10279,Xa,6.538,1.456,"9,518","2,354","2,569","2,955","2,731","2,731","2,717"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Van Nhan,10282,Xa,3.299,1.822,"6,010","1,412","1,608","1,814","1,767","1,767","1,756"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Thuy Phu,10285,Xa,3.198,0.844,"2,699",578,654,733,896,896,890
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Tri Trung,10288,Xa,3.616,1.223,"4,423",944,"1,195","1,408","1,230","1,230","1,228"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Dai Thang,10291,Xa,4.095,1.598,"6,543","1,526","1,787","2,162","1,941","1,941","1,935"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Phu Tuc,10294,Xa,7.865,1.172,"9,215","2,184","2,577","3,058","2,651","2,651","2,642"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Van Hoang,10297,Xa,6.073,1.207,"7,329","1,833","1,962","2,297","1,812","1,812","1,812"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Hong Thai,10300,Xa,8.976,0.865,"7,767","1,663","2,028","2,383","2,131","2,131","2,131"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Hoang Long,10303,Xa,10.602,0.983,"10,425","2,320","2,846","3,252","2,954","2,954","2,952"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Quang Trung,10306,Xa,3.799,1.154,"4,385",882,"1,207","1,388","1,492","1,492","1,487"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Nam Phong,10309,Xa,3.74,1.44,"5,386","1,125","1,452","1,592","1,591","1,591","1,586"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Nam Trieu,10312,Xa,6.062,1.099,"6,661","1,429","1,804","2,012","2,068","2,068","2,053"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Tan Dan,10315,Xa,7.552,1.273,"9,615","2,288","2,673","3,115","2,510","2,510","2,331"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Son Ha,10318,Xa,3.54,1.604,"5,676","1,393","1,559","1,829","1,760","1,760","1,755"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Chuyen My,10321,Xa,7.929,1.281,"10,154","2,547","2,713","3,161","2,871","2,871","2,851"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Khai Thai,10324,Xa,9.491,0.871,"8,265","1,724","2,184","2,520","2,459","2,459","2,443"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Phuc Tien,10327,Xa,7.267,1.272,"9,244","2,125","2,541","2,860","2,904","2,904","2,869"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Van Tu,10330,Xa,6.472,0.858,"5,556","1,269","1,500","1,711","1,714","1,714","1,703"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Tri Thuy,10333,Xa,5.693,1.764,"10,040","2,551","2,696","3,135","3,079","3,079","3,070"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Dai Xuyen,10336,Xa,9.174,0.949,"8,708","2,016","2,331","2,616","2,799","2,799","2,793"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Phu Yen,10339,Xa,4.196,1.331,"5,586","1,417","1,493","1,714","1,643","1,643","1,635"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Bach Ha,10342,Xa,5.915,1.135,"6,711","1,546","1,751","1,966","2,244","2,244","2,232"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Quang Lang,10345,Xa,6.083,0.886,"5,389","1,337","1,389","1,621","1,539","1,539","1,530"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Chau Can,10348,Xa,8.282,1.219,"10,092","2,626","2,592","2,994","2,754","2,754","2,736"
Thanh pho Ha Noi,1,Huyen Phu Xuyen,280,Xa Minh Tan,10351,Xa,8.005,1.66,"13,288","3,174","3,514","4,080","4,373","4,373","4,370"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Thi tran Van Dinh,10354,Thi tran,5.62,2.552,"14,340","3,395","3,834","4,323","3,852","3,852","3,838"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Vien An,10357,Xa,4.67,1.582,"7,388","1,727","1,968","2,250","1,840","1,840","1,832"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Vien Noi,10360,Xa,4.49,0.98,"4,402",986,"1,108","1,309","1,385","1,385","1,377"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Hoa Son,10363,Xa,6.7,1.111,"7,443","1,871","1,944","2,335","2,112","2,112","2,087"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Quang Phu Cau,10366,Xa,8.61,1.445,"12,443","2,973","3,397","3,872","3,914","3,914","3,894"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Truong Thinh,10369,Xa,5.81,1.249,"7,254","1,752","1,953","2,273","1,950","1,950","1,934"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Cao Thanh,10372,Xa,3.88,1.052,"4,081",861,"1,026","1,157","1,268","1,268","1,264"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Lien Bat,10375,Xa,8.1,0.881,"7,138","1,647","1,896","2,157","1,867","1,867","1,844"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Son Cong,10378,Xa,6.52,0.932,"6,077","1,392","1,568","1,855","1,577","1,577","1,570"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Dong Tien,10381,Xa,6.6,1.172,"7,732","1,994","2,072","2,339","1,987","1,987","1,967"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Phuong Tu,10384,Xa,10.52,1.248,"13,125","3,233","3,509","4,155","3,401","3,401","3,372"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Trung Tu,10387,Xa,9.86,0.789,"7,775","1,707","2,025","2,415","2,066","2,066","2,040"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Dong Tan,10390,Xa,6.4,0.959,"6,138","1,338","1,732","1,893","1,777","1,777","1,769"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Tao Duong Van,10393,Xa,8.53,0.826,"7,049","1,581","1,859","2,220","1,810","1,810","1,806"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Van Thai,10396,Xa,5.96,1.751,"10,434","2,484","2,819","3,324","2,727","2,727","2,701"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Minh Duc,10399,Xa,8.69,0.653,"5,671","1,366","1,492","1,741","1,757","1,757","1,736"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Hoa Lam,10402,Xa,9.49,0.7,"6,644","1,387","1,768","2,242","1,748","1,748","1,742"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Hoa Xa,10405,Xa,2.2,1.967,"4,328","1,007","1,116","1,210","1,224","1,224","1,217"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Tram Long,10408,Xa,7.17,0.66,"4,733",957,"1,262","1,588","1,364","1,364","1,350"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Kim Duong,10411,Xa,8.7,0.806,"7,008","1,578","1,887","2,200","2,072","2,072","2,028"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Hoa Nam,10414,Xa,4.29,2.558,"10,975","2,664","3,012","3,517","2,804","2,804","2,786"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Hoa Phu,10417,Xa,6.37,1.173,"7,473","1,694","2,011","2,318","1,912","1,912","1,903"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Doi Binh,10420,Xa,7.89,1.054,"8,313","1,986","2,201","2,661","2,141","2,141","2,134"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Dai Hung,10423,Xa,4.88,1.045,"5,099","1,160","1,382","1,604","1,447","1,447","1,440"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Dong Lo,10426,Xa,7.61,0.774,"5,889","1,378","1,566","1,790","1,629","1,629","1,623"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Phu Luu,10429,Xa,4.65,1.237,"5,751","1,266","1,539","1,856","1,542","1,542","1,527"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Dai Cuong,10432,Xa,4.92,0.964,"4,742","1,030","1,257","1,437","1,323","1,323","1,317"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Luu Hoang,10435,Xa,3.84,1.335,"5,125","1,097","1,428","1,644","1,421","1,421","1,414"
Thanh pho Ha Noi,1,Huyen Ung Hoa,281,Xa Hong Quang,10438,Xa,5.21,1.209,"6,299","1,312","1,667","1,974","2,011","2,011","2,010"
Thanh pho Ha Noi,1,Huyen My Duc,282,Thi tran Dai Nghia,10441,Thi tran,4.955,1.618,"8,015","1,915","2,178","2,529","1,393","2,177","2,166"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Dong Tam,10444,Xa,8.416,1.124,"9,459","2,416","2,563","2,927","1,553","2,614","2,601"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Thuong Lam,10447,Xa,6.543,0.969,"6,337","1,776","1,657","1,877","1,027","1,748","1,748"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Tuy Lai,10450,Xa,20.477,0.667,"13,658","3,578","3,683","4,311","2,086","3,468","3,444"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Phuc Lam,10453,Xa,4.904,1.796,"8,808","2,347","2,380","2,643","1,438","2,193","2,186"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa My Thanh,10456,Xa,3.89,0.967,"3,763",871,975,"1,199",718,"1,048","1,043"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Bot Xuyen,10459,Xa,5.809,1.401,"8,138","2,002","2,158","2,492","1,486","2,286","2,278"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa An My,10462,Xa,6.066,0.985,"5,976","1,544","1,510","1,760","1,162","1,758","1,730"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Hong Son,10465,Xa,17.04,0.468,"7,977","1,897","2,145","2,640","1,295","1,970","1,962"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Le Thanh,10468,Xa,7.57,1.687,"12,770","3,473","3,418","4,008","1,871","3,085","3,048"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Xuy Xa,10471,Xa,5.333,1.795,"9,575","2,700","2,630","3,002","1,243","2,559","2,546"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Phung Xa,10474,Xa,4.413,1.854,"8,181","2,013","2,202","2,478","1,488","2,264","2,247"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Phu Luu Te,10477,Xa,6.709,1.212,"8,132","2,068","2,120","2,368","1,576","2,354","2,335"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Dai Hung,10480,Xa,6.987,1.071,"7,486","1,647","2,021","2,323","1,495","2,124","2,101"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Van Kim,10483,Xa,6.169,1.103,"6,804","1,619","1,717","2,096","1,372","2,055","2,032"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Doc Tin,10486,Xa,3.447,1.31,"4,515",970,"1,266","1,396",883,"1,355","1,348"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Huong Son,10489,Xa,40.894,0.509,"20,806","4,919","5,773","6,717","3,397","5,961","5,939"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Hung Tien,10492,Xa,8.831,0.852,"7,528","1,838","2,017","2,411","1,262","2,109","2,090"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa An Tien,10495,Xa,9.781,0.7,"6,846","1,805","1,844","2,198",999,"1,959","1,958"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Hop Tien,10498,Xa,14.181,0.992,"14,071","3,652","3,869","4,566","1,984","3,634","3,619"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa Hop Thanh,10501,Xa,11.006,1.106,"12,172","3,237","3,314","3,933","1,688","2,900","2,845"
Thanh pho Ha Noi,1,Huyen My Duc,282,Xa An Phu,10504,Xa,22.83,0.389,"8,884","2,455","2,466","2,922","1,041","2,145","2,145"
